0,1,2,3,4,5
OR,Prineville,2022,General Fund,gf22,"$11,792,279.00"
OR,Prineville,2022,Police,p22,"$6,209,400.00"
OR,Prineville,2023,General Fund,gf23,"$10,530,279.00"
OR,Prineville,2023,Police,p23,"$6,667,100.00"
OR,Prineville,2024,General Fund,,
OR,Prineville,2024,Police,,
OR,Prineville,2025,General Fund,,
OR,Prineville,2025,Police,,
OR,Salem,2018,General Fund,gf18,"$129,982,570.00"
OR,Salem,2018,Police,p18,"$43,043,310.00"
OR,Salem,2019,General Fund,gf19,"$136,289,700.00"
OR,Salem,2019,Police,p19,"$44,840,570.00"
OR,Salem,2020,General Fund,gf20,"$139,801,950.00"
OR,Salem,2020,Police,p20,"$46,944,140.00"
OR,Salem,2021,General Fund,gf21,"$147,438,530.00"
OR,Salem,2021,Police,p21,"$48,893,510.00"
OR,Salem,2022,General Fund,gf22,"$161,220,680.00"
OR,Salem,2022,Police,p22,"$51,763,530.00"
OR,Salem,2023,General Fund,gf23,"$167,908,940.00"
OR,Salem,2023,Police,p23,"$54,779,640.00"
OR,Salem,2024,General Fund,,"$186,184,160.00"
OR,Salem,2024,Police,,"$60,299,310.00"
OR,Salem,2025,General Fund,,
OR,Salem,2025,Police,,
PA,Bethlehem,2018,General Fund,gf18,"$76,200,000.00"
PA,Bethlehem,2018,Police,p18,"$16,063,823.00"
PA,Bethlehem,2019,General Fund,gf19,"$78,000,000.00"
PA,Bethlehem,2019,Police,p19,"$15,269,788.00"
PA,Bethlehem,2020,General Fund,gf20,"$80,150,000.00"
PA,Bethlehem,2020,Police,p20,"$16,175,527.00"
PA,Bethlehem,2021,General Fund,gf21,"$87,400,000.00"
PA,Bethlehem,2021,Police,p21,"$16,500,231.00"
PA,Bethlehem,2022,General Fund,gf22,"$94,750,000.00"
PA,Bethlehem,2022,Police,p22,"$17,091,810.00"
PA,Bethlehem,2023,General Fund,gf23,"$102,359,287.00"
PA,Bethlehem,2023,Police,p23,"$17,602,609.00"
PA,Bethlehem,2024,General Fund,,"$113,266,297.00"
PA,Bethlehem,2024,Police,,"$19,554,399.00"
PA,Bethlehem,2025,General Fund,,
PA,Bethlehem,2025,Police,,
PA,Butler,2018,General Fund,gf18,"$9,153,240.00"
PA,Butler,2018,Police,p18,"$2,359,082.00"
PA,Butler,2019,General Fund,gf19,"$9,158,685.00"
PA,Butler,2019,Police,p19,"$2,170,789.00"
PA,Butler,2020,General Fund,gf20,"$9,473,995.00"
PA,Butler,2020,Police,p20,"$2,187,045.00"
PA,Butler,2021,General Fund,gf21,"$11,040,095.00"
PA,Butler,2021,Police,p21,"$2,252,234.00"
PA,Butler,2022,General Fund,gf22,"$10,519,063.00"
PA,Butler,2022,Police,p22,"$2,376,847.00"
PA,Butler,2023,General Fund,gf23,"$10,618,311.00"
PA,Butler,2023,Police,p23,"$2,526,901.00"
PA,Butler,2024,General Fund,,
PA,Butler,2024,Police,,
PA,Butler,2025,General Fund,,
PA,Butler,2025,Police,,
PA,Easton,2018,General Fund,gf18,
PA,Easton,2018,Police,p18,
PA,Easton,2019,General Fund,gf19,"$36,322,879.00"
PA,Easton,2019,Police,p19,"$11,673,365.00"
PA,Easton,2020,General Fund,gf20,"$30,263,847.00"
PA,Easton,2020,Police,p20,"$10,850,720.00"
PA,Easton,2021,General Fund,gf21,"$31,238,798.00"
PA,Easton,2021,Police,p21,"$11,884,490.00"
PA,Easton,2022,General Fund,gf22,
PA,Easton,2022,Police,p22,
PA,Easton,2023,General Fund,gf23,
PA,Easton,2023,Police,p23,
PA,Easton,2024,General Fund,,
PA,Easton,2024,Police,,
PA,Easton,2025,General Fund,,
PA,Easton,2025,Police,,
PA,Erie,2018,General Fund,gf18,"$79,370,538.00"
PA,Erie,2018,Police,p18,"$30,005,954.00"
PA,Erie,2019,General Fund,gf19,"$81,498,300.00"
PA,Erie,2019,Police,p19,"$30,967,961.00"
PA,Erie,2020,General Fund,gf20,"$95,120,128.00"
PA,Erie,2020,Police,p20,"$37,544,568.00"
PA,Erie,2021,General Fund,gf21,"$97,726,958.00"
PA,Erie,2021,Police,p21,"$37,907,824.00"
PA,Erie,2022,General Fund,gf22,"$95,718,922.00"
PA,Erie,2022,Police,p22,"$39,573,383.00"
PA,Erie,2023,General Fund,gf23,"$97,661,240.00"
PA,Erie,2023,Police,p23,"$39,381,583.00"
PA,Erie,2024,General Fund,,"$103,321,993.00"
PA,Erie,2024,Police,,"$39,044,274.00"
PA,Erie,2025,General Fund,,
PA,Erie,2025,Police,,
PA,Harrisburg,2018,General Fund,gf18,"$72,810,194.00"
PA,Harrisburg,2018,Police,p18,"$19,878,523.00"
PA,Harrisburg,2019,General Fund,gf19,"$70,808,152.00"
PA,Harrisburg,2019,Police,p19,"$19,111,900.00"
PA,Harrisburg,2020,General Fund,gf20,"$74,316,819.00"
PA,Harrisburg,2020,Police,p20,"$19,712,287.00"
PA,Harrisburg,2021,General Fund,gf21,"$79,506,034.00"
PA,Harrisburg,2021,Police,p21,"$21,696,294.00"
PA,Harrisburg,2022,General Fund,gf22,
PA,Harrisburg,2022,Police,p22,
PA,Harrisburg,2023,General Fund,gf23,
PA,Harrisburg,2023,Police,p23,
PA,Harrisburg,2024,General Fund,,"$109,486,173.00"
PA,Harrisburg,2024,Police,,"$21,424,532.00"
PA,Harrisburg,2025,General Fund,,
PA,Harrisburg,2025,Police,,
PA,Lancaster,2018,General Fund,gf18,"$57,485,701.00"
PA,Lancaster,2018,Police,p18,"$24,454,469.00"
PA,Lancaster,2019,General Fund,gf19,"$60,346,080.00"
PA,Lancaster,2019,Police,p19,"$25,871,755.00"
PA,Lancaster,2020,General Fund,gf20,"$62,705,747.00"
PA,Lancaster,2020,Police,p20,"$26,846,397.00"
PA,Lancaster,2021,General Fund,gf21,"$64,561,058.00"
PA,Lancaster,2021,Police,p21,"$27,241,202.00"
PA,Lancaster,2022,General Fund,gf22,"$67,044,984.00"
PA,Lancaster,2022,Police,p22,"$28,685,109.00"
PA,Lancaster,2023,General Fund,gf23,"$71,865,428.00"
PA,Lancaster,2023,Police,p23,"$29,430,117.00"
PA,Lancaster,2024,General Fund,,
PA,Lancaster,2024,Police,,
PA,Lancaster,2025,General Fund,,
PA,Lancaster,2025,Police,,
PA,Norristown,2018,General Fund,gf18,"$33,877,830.00"
PA,Norristown,2018,Police,p18,"$11,336,479.00"
PA,Norristown,2019,General Fund,gf19,"$34,545,082.99"
PA,Norristown,2019,Police,p19,"$8,790,141.32"
PA,Norristown,2020,General Fund,gf20,"$34,455,041.00"
PA,Norristown,2020,Police,p20,"$15,282,232.00"
PA,Norristown,2021,General Fund,gf21,"$36,375,607.00"
PA,Norristown,2021,Police,p21,"$15,602,778.00"
PA,Norristown,2022,General Fund,gf22,"$37,806,998.00"
PA,Norristown,2022,Police,p22,"$15,436,498.00"
PA,Norristown,2023,General Fund,gf23,"$40,391,724.00"
PA,Norristown,2023,Police,p23,"$15,610,340.00"
PA,Norristown,2024,General Fund,,
PA,Norristown,2024,Police,,
PA,Norristown,2025,General Fund,,
PA,Norristown,2025,Police,,
PA,Philadelphia,2018,General Fund,gf18,"$4,437,709,000.00"
PA,Philadelphia,2018,Police,p18,"$652,106,097.00"
PA,Philadelphia,2019,General Fund,gf19,"$4,725,497,339.00"
PA,Philadelphia,2019,Police,p19,"$709,492,944.00"
PA,Philadelphia,2020,General Fund,gf20,"$5,025,266,000.00"
PA,Philadelphia,2020,Police,p20,"$741,165,097.00"
PA,Philadelphia,2021,General Fund,gf21,"$4,804,851,000.00"
PA,Philadelphia,2021,Police,p21,"$727,007,734.00"
PA,Philadelphia,2022,General Fund,gf22,"$5,268,946,000.00"
PA,Philadelphia,2022,Police,p22,"$729,347,734.00"
PA,Philadelphia,2023,General Fund,gf23,"$5,842,480,000.00"
PA,Philadelphia,2023,Police,p23,"$788,044,264.00"
PA,Philadelphia,2024,General Fund,,"$6,195,414,000.00"
PA,Philadelphia,2024,Police,,"$855,831,761.00"
PA,Philadelphia,2025,General Fund,,
PA,Philadelphia,2025,Police,,
PA,Pittsburgh,2018,General Fund,gf18,"$556,414,971.00"
PA,Pittsburgh,2018,Police,p18,"$100,261,932.00"
PA,Pittsburgh,2019,General Fund,gf19,"$574,901,207.00"
PA,Pittsburgh,2019,Police,p19,"$104,545,326.00"
PA,Pittsburgh,2020,General Fund,gf20,"$608,100,046.00"
PA,Pittsburgh,2020,Police,p20,"$114,787,000.00"
PA,Pittsburgh,2021,General Fund,gf21,"$563,744,938.00"
PA,Pittsburgh,2021,Police,p21,"$111,436,633.00"
PA,Pittsburgh,2022,General Fund,gf22,"$613,226,785.00"
PA,Pittsburgh,2022,Police,p22,"$120,578,407.00"
PA,Pittsburgh,2023,General Fund,gf23,"$656,705,794.00"
PA,Pittsburgh,2023,Police,p23,"$118,585,446.00"
PA,Pittsburgh,2024,General Fund,,"$685,732,246.00"
PA,Pittsburgh,2024,Police,,"$123,160,605.00"
PA,Pittsburgh,2025,General Fund,,
PA,Pittsburgh,2025,Police,,
PA,State College,2018,General Fund,gf18,"$27,476,703.00"
PA,State College,2018,Police,p18,"$10,314,126.00"
PA,State College,2019,General Fund,gf19,"$29,446,562.00"
PA,State College,2019,Police,p19,"$11,133,083.00"
PA,State College,2020,General Fund,gf20,"$31,314,641.00"
PA,State College,2020,Police,p20,"$11,293,788.00"
PA,State College,2021,General Fund,gf21,"$31,986,374.00"
PA,State College,2021,Police,p21,"$11,374,544.00"
PA,State College,2022,General Fund,gf22,"$32,519,887.00"
PA,State College,2022,Police,p22,"$10,790,764.00"
PA,State College,2023,General Fund,gf23,"$35,740,937.00"
PA,State College,2023,Police,p23,"$11,622,141.00"
PA,State College,2024,General Fund,,"$35,700,322.00"
PA,State College,2024,Police,,"$12,057,209.00"
PA,State College,2025,General Fund,,
PA,State College,2025,Police,,
PA,Wilkes Barre,2018,General Fund,gf18,"$49,465,459.00"
PA,Wilkes Barre,2018,Police,p18,"$12,803,771.00"
PA,Wilkes Barre,2019,General Fund,gf19,"$50,434,206.00"
PA,Wilkes Barre,2019,Police,p19,"$13,501,323.00"
PA,Wilkes Barre,2020,General Fund,gf20,"$51,962,329.00"
PA,Wilkes Barre,2020,Police,p20,"$14,203,336.00"
PA,Wilkes Barre,2021,General Fund,gf21,"$53,242,367.00"
PA,Wilkes Barre,2021,Police,p21,"$14,335,336.00"
PA,Wilkes Barre,2022,General Fund,gf22,"$54,396,554.00"
PA,Wilkes Barre,2022,Police,p22,"$14,901,814.00"
PA,Wilkes Barre,2023,General Fund,gf23,"$53,239,203.00"
PA,Wilkes Barre,2023,Police,p23,"$14,706,934.00"
PA,Wilkes Barre,2024,General Fund,,"$54,250,138.00"
PA,Wilkes Barre,2024,Police,,"$16,065,016.00"
PA,Wilkes Barre,2025,General Fund,,
PA,Wilkes Barre,2025,Police,,
RI,Bristol,2018,General Fund,gf18,"$20,080,523.00"
RI,Bristol,2018,Police,p18,"$6,622,793.00"
RI,Bristol,2019,General Fund,gf19,"$20,475,639.00"
RI,Bristol,2019,Police,p19,"$6,686,368.00"
RI,Bristol,2020,General Fund,gf20,"$20,648,642.00"
RI,Bristol,2020,Police,p20,"$6,905,052.00"
RI,Bristol,2021,General Fund,gf21,"$21,486,849.00"
RI,Bristol,2021,Police,p21,"$7,267,626.00"
RI,Bristol,2022,General Fund,gf22,"$22,544,137.00"
RI,Bristol,2022,Police,p22,"$7,591,840.00"
RI,Bristol,2023,General Fund,gf23,"$24,460,832.00"
RI,Bristol,2023,Police,p23,"$7,845,388.00"
RI,Bristol,2024,General Fund,,
RI,Bristol,2024,Police,,
RI,Bristol,2025,General Fund,,
RI,Bristol,2025,Police,,
RI,Pawtucket,2018,General Fund,gf18,"$89,800,258.00"
RI,Pawtucket,2018,Police,p18,"$24,912,067.00"
RI,Pawtucket,2019,General Fund,gf19,"$93,048,194.00"
RI,Pawtucket,2019,Police,p19,"$26,150,221.00"
RI,Pawtucket,2020,General Fund,gf20,"$99,033,161.00"
RI,Pawtucket,2020,Police,p20,"$26,310,280.00"
RI,Pawtucket,2021,General Fund,gf21,"$102,524,066.00"
RI,Pawtucket,2021,Police,p21,"$29,086,990.00"
RI,Pawtucket,2022,General Fund,gf22,"$108,862,244.00"
RI,Pawtucket,2022,Police,p22,"$29,040,936.00"
RI,Pawtucket,2023,General Fund,gf23,"$114,563,808.00"
RI,Pawtucket,2023,Police,p23,"$30,766,377.00"
RI,Pawtucket,2024,General Fund,,
RI,Pawtucket,2024,Police,,
RI,Pawtucket,2025,General Fund,,
RI,Pawtucket,2025,Police,,
RI,Providence,2018,General Fund,gf18,"$358,822,903.00"
RI,Providence,2018,Police,p18,"$76,860,578.00"
RI,Providence,2019,General Fund,gf19,"$364,728,215.00"
RI,Providence,2019,Police,p19,"$79,655,387.00"
RI,Providence,2020,General Fund,gf20,"$376,014,080.00"
RI,Providence,2020,Police,p20,"$85,644,030.00"
RI,Providence,2021,General Fund,gf21,"$380,871,149.00"
RI,Providence,2021,Police,p21,"$91,643,503.00"
RI,Providence,2022,General Fund,gf22,"$409,519,744.00"
RI,Providence,2022,Police,p22,"$93,930,918.00"
RI,Providence,2023,General Fund,gf23,"$438,293,072.00"
RI,Providence,2023,Police,p23,"$100,044,722.00"
RI,Providence,2024,General Fund,,"$583,213,211.00"
RI,Providence,2024,Police,,"$106,546,216.00"
RI,Providence,2025,General Fund,,
RI,Providence,2025,Police,,
RI,Warwick,2018,General Fund,gf18,"$143,033,295.00"
RI,Warwick,2018,Police,p18,"$20,354,737.00"
RI,Warwick,2019,General Fund,gf19,"$150,932,468.00"
RI,Warwick,2019,Police,p19,"$20,408,960.00"
RI,Warwick,2020,General Fund,gf20,"$156,980,615.00"
RI,Warwick,2020,Police,p20,"$21,178,537.00"
RI,Warwick,2021,General Fund,gf21,"$151,970,241.00"
RI,Warwick,2021,Police,p21,"$21,121,042.00"
RI,Warwick,2022,General Fund,gf22,"$159,140,916.00"
RI,Warwick,2022,Police,p22,"$21,361,937.00"
RI,Warwick,2023,General Fund,gf23,"$162,412,812.00"
RI,Warwick,2023,Police,p23,"$23,384,638.00"
RI,Warwick,2024,General Fund,,
RI,Warwick,2024,Police,,
RI,Warwick,2025,General Fund,,
RI,Warwick,2025,Police,,
RI,Woonsocket,2018,General Fund,gf18,"$62,710,148.00"
RI,Woonsocket,2018,Police,p18,"$9,884,695.00"
RI,Woonsocket,2019,General Fund,gf19,"$63,492,055.00"
RI,Woonsocket,2019,Police,p19,"$10,027,343.00"
RI,Woonsocket,2020,General Fund,gf20,"$63,755,416.00"
RI,Woonsocket,2020,Police,p20,"$9,934,953.00"
RI,Woonsocket,2021,General Fund,gf21,"$63,899,787.00"
RI,Woonsocket,2021,Police,p21,"$10,108,559.00"
RI,Woonsocket,2022,General Fund,gf22,"$63,771,270.00"
RI,Woonsocket,2022,Police,p22,"$10,594,972.00"
RI,Woonsocket,2023,General Fund,gf23,"$64,541,088.00"
RI,Woonsocket,2023,Police,p23,"$9,967,523.00"
RI,Woonsocket,2024,General Fund,,
RI,Woonsocket,2024,Police,,
RI,Woonsocket,2025,General Fund,,
RI,Woonsocket,2025,Police,,
SC,Charleston,2018,General Fund,gf18,"$180,498,808.00"
SC,Charleston,2018,Police,p18,"$48,141,434.00"
SC,Charleston,2019,General Fund,gf19,"$195,653,413.00"
SC,Charleston,2019,Police,p19,"$50,464,371.00"
SC,Charleston,2020,General Fund,gf20,"$206,063,842.00"
SC,Charleston,2020,Police,p20,"$52,085,732.00"
SC,Charleston,2021,General Fund,gf21,"$203,866,001.00"
SC,Charleston,2021,Police,p21,"$53,965,741.00"
SC,Charleston,2022,General Fund,gf22,"$222,381,674.00"
SC,Charleston,2022,Police,p22,"$54,537,021.00"
SC,Charleston,2023,General Fund,gf23,"$251,883,708.00"
SC,Charleston,2023,Police,p23,"$59,379,393.00"
SC,Charleston,2024,General Fund,,"$273,520,936.00"
SC,Charleston,2024,Police,,"$66,395,073.00"
SC,Charleston,2025,General Fund,,
SC,Charleston,2025,Police,,
SC,Columbia,2018,General Fund,gf18,"$142,680,401.00"
SC,Columbia,2018,Police,p18,"$39,791,606.00"
SC,Columbia,2019,General Fund,gf19,"$148,101,152.00"
SC,Columbia,2019,Police,p19,"$40,165,765.00"
SC,Columbia,2020,General Fund,gf20,"$152,147,435.00"
SC,Columbia,2020,Police,p20,"$42,366,353.00"
SC,Columbia,2021,General Fund,gf21,"$137,104,841.00"
SC,Columbia,2021,Police,p21,"$41,838,686.00"
SC,Columbia,2022,General Fund,gf22,"$155,544,489.00"
SC,Columbia,2022,Police,p22,"$43,445,255.00"
SC,Columbia,2023,General Fund,gf23,"$164,810,594.00"
SC,Columbia,2023,Police,p23,"$47,299,640.00"
SC,Columbia,2024,General Fund,,"$170,591,313.00"
SC,Columbia,2024,Police,,"$47,310,248.00"
SC,Columbia,2025,General Fund,,
SC,Columbia,2025,Police,,
SC,Florence,2018,General Fund,gf18,"$34,440,000.00"
SC,Florence,2018,Police,p18,"$9,447,490.00"
SC,Florence,2019,General Fund,gf19,"$35,770,000.00"
SC,Florence,2019,Police,p19,"$9,579,230.00"
SC,Florence,2020,General Fund,gf20,"$38,489,000.00"
SC,Florence,2020,Police,p20,"$9,632,640.00"
SC,Florence,2021,General Fund,gf21,"$40,685,000.00"
SC,Florence,2021,Police,p21,"$10,033,650.00"
SC,Florence,2022,General Fund,gf22,"$41,091,000.00"
SC,Florence,2022,Police,p22,"$10,393,550.00"
SC,Florence,2023,General Fund,gf23,"$44,910,000.00"
SC,Florence,2023,Police,p23,"$10,638,813.00"
SC,Florence,2024,General Fund,,
SC,Florence,2024,Police,,
SC,Florence,2025,General Fund,,
SC,Florence,2025,Police,,
SC,Greenville,2018,General Fund,gf18,"$83,896,067.00"
SC,Greenville,2018,Police,p18,"$22,623,155.00"
SC,Greenville,2019,General Fund,gf19,"$89,007,085.00"
SC,Greenville,2019,Police,p19,"$26,008,868.00"
SC,Greenville,2020,General Fund,gf20,"$97,252,725.00"
SC,Greenville,2020,Police,p20,"$27,150,611.00"
SC,Greenville,2021,General Fund,gf21,"$102,705,837.00"
SC,Greenville,2021,Police,p21,"$28,167,568.00"
SC,Greenville,2022,General Fund,gf22,"$143,973,028.00"
SC,Greenville,2022,Police,p22,"$29,315,922.00"
SC,Greenville,2023,General Fund,gf23,"$123,902,226.00"
SC,Greenville,2023,Police,p23,"$31,337,785.00"
SC,Greenville,2024,General Fund,,"$136,808,376.00"
SC,Greenville,2024,Police,,"$34,633,479.00"
SC,Greenville,2025,General Fund,,
SC,Greenville,2025,Police,,
SC,North Charleston,2018,General Fund,gf18,"$119,372,352.00"
SC,North Charleston,2018,Police,p18,"$35,536,023.00"
SC,North Charleston,2019,General Fund,gf19,"$123,006,858.00"
SC,North Charleston,2019,Police,p19,"$35,882,389.00"
SC,North Charleston,2020,General Fund,gf20,"$127,380,280.00"
SC,North Charleston,2020,Police,p20,"$37,834,665.00"
SC,North Charleston,2021,General Fund,gf21,"$127,380,280.00"
SC,North Charleston,2021,Police,p21,"$38,137,780.00"
SC,North Charleston,2022,General Fund,gf22,"$124,281,115.00"
SC,North Charleston,2022,Police,p22,"$39,286,096.00"
SC,North Charleston,2023,General Fund,gf23,"$137,593,795.00"
SC,North Charleston,2023,Police,p23,"$39,859,610.00"
SD,Aberdeen,2018,General Fund,gf18,"$24,842,040.00"
SD,Aberdeen,2018,Police,p18,"$4,856,000.00"
SD,Aberdeen,2019,General Fund,gf19,"$24,299,465.00"
SD,Aberdeen,2019,Police,p19,"$5,019,150.00"
SD,Aberdeen,2020,General Fund,gf20,"$26,553,680.00"
SD,Aberdeen,2020,Police,p20,"$5,220,650.00"
SD,Aberdeen,2021,General Fund,gf21,"$26,690,025.00"
SD,Aberdeen,2021,Police,p21,"$5,502,750.00"
SD,Aberdeen,2022,General Fund,gf22,"$28,343,705.00"
SD,Aberdeen,2022,Police,p22,"$5,985,800.00"
SD,Aberdeen,2023,General Fund,gf23,"$30,575,000.00"
SD,Aberdeen,2023,Police,p23,"$6,196,800.00"
SD,Aberdeen,2024,General Fund,,
SD,Aberdeen,2024,Police,,
SD,Aberdeen,2025,General Fund,,
SD,Aberdeen,2025,Police,,
SD,Rapid City,2018,General Fund,gf18,"$60,373,726.00"
SD,Rapid City,2018,Police,p18,"$15,629,339.00"
SD,Rapid City,2019,General Fund,gf19,"$60,377,230.00"
SD,Rapid City,2019,Police,p19,"$15,648,878.00"
SD,Rapid City,2020,General Fund,gf20,"$61,646,024.00"
SD,Rapid City,2020,Police,p20,"$15,865,653.00"
SD,Rapid City,2021,General Fund,gf21,"$63,604,902.00"
SD,Rapid City,2021,Police,p21,"$16,955,965.00"
SD,Rapid City,2022,General Fund,gf22,"$71,207,741.00"
SD,Rapid City,2022,Police,p22,"$19,343,905.00"
SD,Rapid City,2023,General Fund,gf23,"$80,870,278.00"
SD,Rapid City,2023,Police,p23,"$22,160,736.00"
SD,Rapid City,2024,General Fund,,"$99,861,651.00"
SD,Rapid City,2024,Police,,"$27,782,172.00"
SD,Rapid City,2025,General Fund,,
SD,Rapid City,2025,Police,,
SD,Sioux Falls,2018,General Fund,gf18,"$161,541,233.00"
SD,Sioux Falls,2018,Police,p18,"$35,452,649.00"
SD,Sioux Falls,2019,General Fund,gf19,"$169,145,330.00"
SD,Sioux Falls,2019,Police,p19,"$37,915,750.00"
SD,Sioux Falls,2020,General Fund,gf20,"$177,707,378.00"
SD,Sioux Falls,2020,Police,p20,"$40,231,131.00"
SD,Sioux Falls,2021,General Fund,gf21,"$185,636,492.00"
SD,Sioux Falls,2021,Police,p21,"$43,487,888.00"
SD,Sioux Falls,2022,General Fund,gf22,"$199,335,423.00"
SD,Sioux Falls,2022,Police,p22,"$44,802,045.00"
SD,Sioux Falls,2023,General Fund,gf23,"$215,442,029.00"
SD,Sioux Falls,2023,Police,p23,"$49,722,315.00"
SD,Sioux Falls,2024,General Fund,,
SD,Sioux Falls,2024,Police,,
SD,Sioux Falls,2025,General Fund,,
SD,Sioux Falls,2025,Police,,
TN,Brentwood,2018,General Fund,gf18,"$37,265,807.00"
TN,Brentwood,2018,Police,p18,"$8,041,665.00"
TN,Brentwood,2019,General Fund,gf19,"$38,817,305.00"
TN,Brentwood,2019,Police,p19,"$8,807,050.00"
TN,Brentwood,2020,General Fund,gf20,"$40,255,425.00"
TN,Brentwood,2020,Police,p20,"$9,369,875.00"
TN,Brentwood,2021,General Fund,gf21,"$45,718,655.00"
TN,Brentwood,2021,Police,p21,"$9,410,650.00"
TN,Brentwood,2022,General Fund,gf22,"$43,429,490.00"
TN,Brentwood,2022,Police,p22,"$10,404,885.00"
TN,Brentwood,2023,General Fund,gf23,"$47,835,805.00"
TN,Brentwood,2023,Police,p23,"$11,484,060.00"
TN,Brentwood,2024,General Fund,,
TN,Brentwood,2024,Police,,
TN,Brentwood,2025,General Fund,,
TN,Brentwood,2025,Police,,
TN,Chattanooga,2018,General Fund,gf18,"$253,430,991.00"
TN,Chattanooga,2018,Police,p18,"$70,022,981.00"
TN,Chattanooga,2019,General Fund,gf19,"$273,551,998.00"
TN,Chattanooga,2019,Police,p19,"$72,942,827.00"
TN,Chattanooga,2020,General Fund,gf20,"$269,806,995.00"
TN,Chattanooga,2020,Police,p20,"$73,002,886.00"
TN,Chattanooga,2021,General Fund,gf21,"$258,880,000.00"
TN,Chattanooga,2021,Police,p21,"$69,220,152.00"
TN,Chattanooga,2022,General Fund,gf22,"$317,742,875.00"
TN,Chattanooga,2022,Police,p22,"$71,987,525.00"
TN,Chattanooga,2023,General Fund,gf23,"$350,000,000.00"
TN,Chattanooga,2023,Police,p23,"$85,435,603.00"
TN,Chattanooga,2024,General Fund,,"$329,000,000.00"
TN,Chattanooga,2024,Police,,"$87,173,664.00"
TN,Chattanooga,2025,General Fund,,
TN,Chattanooga,2025,Police,,
TN,Germantown,2018,General Fund,gf18,"$51,658,406.00"
TN,Germantown,2018,Police,p18,"$12,175,188.00"
TN,Germantown,2019,General Fund,gf19,"$54,720,709.00"
TN,Germantown,2019,Police,p19,"$13,021,569.00"
TN,Germantown,2020,General Fund,gf20,"$58,933,129.00"
TN,Germantown,2020,Police,p20,"$13,903,958.00"
TN,Germantown,2021,General Fund,gf21,"$58,212,315.00"
TN,Germantown,2021,Police,p21,"$14,127,451.00"
TN,Germantown,2022,General Fund,gf22,"$60,505,432.00"
TN,Germantown,2022,Police,p22,"$14,695,197.00"
TN,Germantown,2023,General Fund,gf23,"$63,030,942.00"
TN,Germantown,2023,Police,p23,"$15,856,298.00"
TN,Germantown,2024,General Fund,,
TN,Germantown,2024,Police,,
TN,Germantown,2025,General Fund,,
TN,Germantown,2025,Police,,
TN,Knoxville,2018,General Fund,gf18,"$236,769,920.00"
TN,Knoxville,2018,Police,p18,"$53,455,670.00"
TN,Knoxville,2019,General Fund,gf19,"$227,183,930.00"
TN,Knoxville,2019,Police,p19,"$55,116,840.00"
TN,Knoxville,2020,General Fund,gf20,"$231,095,180.00"
TN,Knoxville,2020,Police,p20,"$56,650,560.00"
TN,Knoxville,2021,General Fund,gf21,"$234,589,040.00"
TN,Knoxville,2021,Police,p21,"$58,056,210.00"
TN,Knoxville,2022,General Fund,gf22,"$253,558,130.00"
TN,Knoxville,2022,Police,p22,"$60,661,360.00"
TN,Knoxville,2023,General Fund,gf23,"$275,615,900.00"
TN,Knoxville,2023,Police,p23,"$69,997,420.00"
TN,Knoxville,2024,General Fund,,"$304,041,320.00"
TN,Knoxville,2024,Police,,"$74,107,030.00"
TN,Knoxville,2025,General Fund,,
TN,Knoxville,2025,Police,,
TN,Memphis,2018,General Fund,gf18,"$668,836,250.00"
TN,Memphis,2018,Police,p18,"$259,528,800.00"
TN,Memphis,2019,General Fund,gf19,"$685,320,069.00"
TN,Memphis,2019,Police,p19,"$263,137,520.00"
TN,Memphis,2020,General Fund,gf20,"$711,558,126.00"
TN,Memphis,2020,Police,p20,"$272,780,012.00"
TN,Memphis,2021,General Fund,gf21,"$708,694,526.00"
TN,Memphis,2021,Police,p21,"$281,479,497.00"
TN,Memphis,2022,General Fund,gf22,"$715,991,924.00"
TN,Memphis,2022,Police,p22,"$275,723,594.00"
TN,Memphis,2023,General Fund,gf23,"$750,104,720.00"
TN,Memphis,2023,Police,p23,"$284,480,825.00"
TN,Memphis,2024,General Fund,,"$799,100,000.00"
TN,Memphis,2024,Police,,"$305,813,357.00"
TN,Memphis,2025,General Fund,,
TN,Memphis,2025,Police,,
TN,Murfreesboro,2018,General Fund,gf18,"$158,965,594.00"
TN,Murfreesboro,2018,Police,p18,"$30,781,608.00"
TN,Murfreesboro,2019,General Fund,gf19,"$170,181,908.00"
TN,Murfreesboro,2019,Police,p19,"$30,991,026.00"
TN,Murfreesboro,2020,General Fund,gf20,"$186,203,335.00"
TN,Murfreesboro,2020,Police,p20,"$36,539,914.00"
TN,Murfreesboro,2021,General Fund,gf21,"$180,437,562.00"
TN,Murfreesboro,2021,Police,p21,"$35,551,401.00"
TN,Murfreesboro,2022,General Fund,gf22,"$204,888,127.00"
TN,Murfreesboro,2022,Police,p22,"$41,031,436.00"
TN,Murfreesboro,2023,General Fund,gf23,"$243,712,838.00"
TN,Murfreesboro,2023,Police,p23,"$49,921,396.00"
TN,Murfreesboro,2024,General Fund,,
TN,Murfreesboro,2024,Police,,
TN,Murfreesboro,2025,General Fund,,
TN,Murfreesboro,2025,Police,,
TN,Nashville,2018,General Fund,gf18,"$997,263,900.00"
TN,Nashville,2018,Police,p18,"$198,649,300.00"
TN,Nashville,2019,General Fund,gf19,"$995,325,000.00"
TN,Nashville,2019,Police,p19,"$199,473,600.00"
TN,Nashville,2020,General Fund,gf20,"$1,030,416,200.00"
